id,gm_1_ws,gm_0.9_ws,gm_0.8_ws,gm_0.7_ws,gm_0.6_ws,gm_0.5_ws,gm_0.4_ws,gm_0.3_ws,gm_0.2_ws,gm_0.1_ws,gm_0_ws,wm_-0.5mm_ws,wm_-1mm_ws,wm_-1.5mm_ws,wm_-2mm_ws,wm_-2.5mm_ws,wm_-3mm_ws,wm_-3.5mm_ws,wm_-4mm_ws,gm_0mm_ps,gm_0.25mm_ps,gm_0.5mm_ps,gm_0.75mm_ps,gm_1mm_ps,gm_1.25mm_ps,gm_1.5mm_ps,gm_1.75mm_ps,gm_2mm_ps,gm_2.25mm_ps,gm_2.5mm_ps,gm_2.75mm_ps,gm_3mm_ps,gm_3.25mm_ps,gm_3.5mm_ps,gm_3.75mm_ps,gm_4mm_ps,gm_4.25mm_ps,gm_4.5mm_ps,gm_4.75mm_ps,gm_5mm_ps,gm_5.25mm_ps,gm_5.5mm_ps,gm_5.75mm_ps,gm_6mm_ps,gm_6.25mm_ps,gm_6.5mm_ps,gm_6.75mm_ps,gm_7mm_ps
31,1.1857227,1.4231865,1.6800725,1.7106062,1.7379689,1.8577518,1.9010631,1.7294575,1.6789119,1.5735708,1.2061944,0.94060755,0.8600102,0.7320798,0.6626493,0.75122786,0.7723843,0.8311587,0.8405825,1.1707643,1.499711,1.6298254,1.648208,1.7329592,1.8308235,1.750746,1.7007698,1.7302209,1.6433892,1.576453,1.5178635,1.4893192,1.4421005,1.3629231,1.2154957,0.9632931,0.8250055,0.71276903,0.6191913,0.5081365,0.41936484,0.37610218,0.36432323,0.32970256,0.2821861,0.27910945,0.23936298,0.20041654
32,0.64900136,0.56599617,0.5777294,0.6610226,0.67547244,0.7117298,0.7276216,0.6425566,0.44170943,0.16361597,-0.07089274,-0.31266892,-0.44829592,-0.3083041,-0.033051148,0.07077388,0.22097735,0.35061777,0.44295618,0.072873615,0.14127287,0.07465058,0.0044951113,0.13471852,0.27318352,0.29102814,0.2945015,0.32153392,0.26254722,0.19644259,0.080624826,0.08219331,-0.045551594,-0.19502655,-0.29531112,-0.3278142,-0.3401657,-0.41839743,-0.45882365,-0.5295051,-0.48015857,-0.47154114,-0.44332567,-0.3849438,-0.31756547,-0.19300516,-0.13758622,-0.08558522
33,2.0778937,2.2048717,2.0876908,2.0729475,1.9763582,1.9562981,1.8840467,1.8572075,1.6638098,1.4012442,0.9669377,0.41253865,0.192309,0.16150326,0.23881447,0.37967083,0.571396,0.76013964,0.85509926,1.4549452,1.7558255,1.773543,1.7641317,1.6855122,1.6493152,1.5107993,1.3764062,1.2143321,1.0338699,0.79826534,0.4657071,0.32230115,0.095273346,-0.04910517,-0.18776362,-0.23355046,-0.27396592,-0.26857054,-0.24550775,-0.2783623,-0.22731502,-0.19346271,-0.18059577,-0.10202288,-0.0017249747,0.059899375,0.15059596,0.2555825
34,0.18906793,0.20596471,0.26223138,0.3170402,0.44359994,0.49176377,0.55917674,0.60395145,0.6082002,0.52649856,0.45930842,0.4357201,0.36437774,0.30448705,0.2264217,0.21720651,0.16029242,0.0695978,0.02387501,0.23335698,0.33962142,0.38393372,0.40054566,0.37997904,0.37822402,0.4681032,0.55992347,0.66615605,0.7266985,0.77774227,0.7732336,0.73559695,0.6258612,0.549145,0.41941798,0.30648476,0.18157779,0.030178653,-0.009774766,-0.07976511,-0.13245226,-0.18730243,-0.18254502,-0.20669085,-0.18804912,-0.19337337,-0.17224963,-0.18154688
35,0.02346871,0.14076723,0.39229652,0.49024245,0.58800817,0.6940904,0.7557214,0.78518313,0.7479435,0.6760229,0.39966035,0.47158325,0.36012283,0.19892031,-0.005780405,-0.18160373,-0.3253171,-0.32230195,-0.40992755,0.10752756,0.19318031,0.2577221,0.31441927,0.38560373,0.45446232,0.5735942,0.6717207,0.7878413,0.9071885,0.99861276,1.039123,1.0690367,1.0068781,0.98704773,0.9304555,0.8627458,0.79017615,0.67239326,0.5515894,0.42575258,0.36239666,0.31057492,0.22584464,0.16170959,0.1186292,0.08211381,0.035110995,-0.020191804
36,-0.13950758,-0.1331086,-0.18207037,-0.17004226,-0.17707475,-0.2115042,-0.15688238,-0.24161106,-0.343748,-0.26185274,-0.32185844,-0.384058,-0.39121318,-0.32142043,-0.24225956,-0.12487127,-0.06826356,0.0064481045,0.065644905,-0.2498158,-0.3212447,-0.34831008,-0.41766077,-0.443751,-0.4243723,-0.40439475,-0.4054675,-0.4224519,-0.45950052,-0.44663414,-0.43675676,-0.4835602,-0.49179456,-0.5036001,-0.53251886,-0.49513394,-0.44006398,-0.42811337,-0.3866401,-0.31968096,-0.26555815,-0.19891077,-0.13501357,-0.095866926,-0.06845047,-0.035884764,0.0030501047,0.028874418
37,0.44258502,0.56021845,0.56267536,0.5438958,0.59792763,0.61036104,0.5953494,0.5505458,0.47003165,0.3458344,0.27073687,0.16066192,0.049751688,-0.0006740722,0.023845235,0.03813188,0.14422926,0.19360958,0.21219485,0.45795873,0.52791953,0.4974151,0.4679785,0.45115793,0.44349232,0.3841686,0.35772234,0.35835648,0.40256906,0.44840577,0.4596364,0.448336,0.49941394,0.50584745,0.45972797,0.43003693,0.38811937,0.31857613,0.27171388,0.24159467,0.21246465,0.16225134,0.13144487,0.13765019,0.10971528,0.11154977,0.0859486,0.018714461
38,0.2829903,0.34595996,0.45934272,0.5654252,0.5917564,0.49417308,0.36456728,0.19354087,0.09115745,-0.043018967,-0.1578985,-0.39282972,-0.50997484,-0.49376917,-0.281917,-0.055172037,0.07628547,0.16507128,0.19748037,0.02931714,-0.0502652,0.017871732,0.18394879,0.20291878,0.16171916,0.13645984,0.06954971,0.013850952,-0.054195225,-0.11519817,-0.19203566,-0.23401836,-0.4007729,-0.4699994,-0.48494905,-0.5434992,-0.5268149,-0.5254889,-0.47881365,-0.40301374,-0.34910792,-0.27025405,-0.19758496,-0.117451586,-0.078254275,-0.04995108,0.005718205,0.022144744
39,1.1927,1.5086297,1.7794949,1.9066218,1.9851849,2.0133224,2.0363965,2.0883389,2.0877104,2.2072353,2.3078694,2.2740896,2.2962475,2.3277268,2.3410408,2.3211312,2.206202,2.0624828,1.8964128,1.3501873,1.6585768,1.7693652,1.9222519,1.9504812,2.063496,2.034843,2.042179,1.9792931,1.99286,1.90449,1.8075011,1.746821,1.6900662,1.6817981,1.6629217,1.6656276,1.6689174,1.6991752,1.7694589,1.8122116,1.8571993,1.8946426,1.9561113,1.9719718,1.983251,1.9586124,1.9332995,1.9169028
40,-0.092747144,-0.16697383,-0.23591651,-0.2506981,-0.22057773,-0.22152646,-0.26392767,-0.3628455,-0.58883977,-0.668167,-0.9347624,-1.169005,-1.2469654,-1.280371,-1.1504785,-1.0386117,-0.8287099,-0.5982089,-0.41580877,-0.3031111,-0.23340458,-0.16654637,-0.19565058,-0.15893067,-0.11420203,-0.07485597,-0.056526043,-0.022605846,-0.10478574,-0.16200642,-0.24482363,-0.3394282,-0.41059062,-0.5484196,-0.6423944,-0.75283754,-0.86878246,-0.9576618,-0.9916941,-1.0115542,-1.0034631,-0.9889605,-0.9528402,-0.8977188,-0.82776904,-0.72373796,-0.64424413,-0.58162737
41,0.4366195,0.57411814,0.5233082,0.4971604,0.4098086,0.29550213,0.14381185,-0.08523251,-0.32813177,-0.5081345,-0.72150046,-0.97445524,-1.013595,-1.031912,-0.9420385,-0.8183102,-0.6992246,-0.60275877,-0.50880337,0.038287144,0.12819612,0.27610615,0.3187748,0.30419463,0.23206674,0.16221537,0.034586754,-0.13615827,-0.25117466,-0.29911625,-0.31368077,-0.36011264,-0.5013008,-0.47856504,-0.51888883,-0.5612193,-0.62118053,-0.64973813,-0.604111,-0.5757769,-0.54356796,-0.4972637,-0.45671877,-0.42422056,-0.3640534,-0.31029078,-0.3022207,-0.27341586
42,1.6592879,2.0415287,2.2621458,2.262371,2.1794262,2.0694492,1.9280889,1.7742314,1.6262223,1.5998522,1.6492605,1.104117,0.91639614,0.8874436,0.9396213,1.1005089,1.1998293,1.2333649,1.2357146,1.0863382,1.5596505,1.8263891,1.917448,1.9667304,1.9025156,1.7645435,1.5637374,1.3183229,1.0522888,0.75013584,0.44797042,0.22564216,0.09311792,-0.012081024,-0.009057356,0.03059666,0.116235666,0.2935185,0.49267054,0.6982923,0.86123383,1.0238827,1.1770988,1.2908868,1.4065889,1.5330627,1.6110885,1.6556134
43,0.17192127,0.19192956,0.19860418,0.16231869,0.151813,0.112061486,0.03322231,-0.05681476,-0.19833575,-0.18452212,-0.23673348,-0.18830246,-0.30148295,-0.3336613,-0.36164796,-0.29233667,-0.12709984,-0.0141060725,0.07621045,0.08744203,0.07766267,0.061833855,0.11547581,0.09859685,0.0670511,0.016975181,0.012681604,-0.048204444,-0.06667384,-0.12850733,-0.123142704,-0.083417185,-0.15685007,-0.24863169,-0.27712694,-0.2978283,-0.29444596,-0.3673296,-0.3733206,-0.36428243,-0.38950682,-0.39239052,-0.36375654,-0.35875997,-0.26406243,-0.18143326,-0.15736474,-0.09882225
44,-2.0711591,-2.063617,-2.0672147,-1.9334943,-1.9561325,-1.9172198,-1.9889287,-2.0464706,-2.0576792,-2.1143067,-2.0788941,-2.0137546,-1.9694636,-1.9949874,-1.9840592,-1.7501997,-1.4075526,-1.1977872,-1.1167153,-1.9996471,-2.1652925,-2.280745,-2.261898,-2.1998727,-2.1892545,-2.1302567,-2.1299767,-2.0267248,-1.8792512,-1.6989753,-1.6289867,-1.4851631,-1.3162524,-1.219228,-1.2247176,-1.2338291,-1.3373085,-1.3823738,-1.4177307,-1.5118581,-1.5373447,-1.5698332,-1.6199436,-1.6028229,-1.6077121,-1.5368823,-1.5463104,-1.5148818
45,-0.054576237,-0.12936187,-0.23282225,-0.13490868,-0.055196106,-0.01882907,0.007534458,0.043530755,-0.02766659,-0.017780092,-0.11527385,-0.21812245,-0.26191196,-0.22316669,-0.058668554,0.06472154,0.17002553,0.23925984,0.22409685,0.2679771,0.15216708,0.13066196,0.05775457,0.07691234,0.09755497,0.15258247,0.26956746,0.3345092,0.40486607,0.40228996,0.41645277,0.37943807,0.27056608,0.11736946,0.025231978,-0.112148754,-0.23565286,-0.3229685,-0.3934062,-0.41767886,-0.36955896,-0.35232848,-0.26452583,-0.17302012,-0.12759681,-0.096063495,0.018843962,0.06984736
46,-0.41643366,-0.42628273,-0.4001652,-0.35473967,-0.30627757,-0.29479465,-0.29521498,-0.2903863,-0.3421714,-0.4822705,-0.6241726,-0.69901913,-0.73682654,-0.772954,-0.8161156,-0.7765968,-0.76770854,-0.6979505,-0.6223522,-0.22647682,-0.35329062,-0.41317123,-0.40407073,-0.37211916,-0.29626316,-0.23402973,-0.18079992,-0.10019832,-0.06550916,0.013317361,0.06253025,0.09666693,0.11283316,0.051610842,-0.027245201,-0.09950668,-0.15792082,-0.24911812,-0.34874028,-0.46055552,-0.5723912,-0.62907046,-0.69847417,-0.7422243,-0.78570807,-0.8337586,-0.8034311,-0.8031597
47,0.41854295,0.45956826,0.4855636,0.5453401,0.5190693,0.5359373,0.6025664,0.63575196,0.6688639,0.8106876,0.8914166,0.88369095,0.91813517,0.89967316,0.9869011,1.0261455,0.92038226,0.8620403,0.7537129,0.53597426,0.57512695,0.5735888,0.53686917,0.5697746,0.5462518,0.5292724,0.4526677,0.4103125,0.4200927,0.3971775,0.33908656,0.32690498,0.3129435,0.27881578,0.2760532,0.27832717,0.29313686,0.33217013,0.37027422,0.42448595,0.45842463,0.49122706,0.51195455,0.5838119,0.6204463,0.6318063,0.6230977,0.63019204
48,-1.2213731,-1.4972814,-1.5956714,-1.5256296,-1.5302562,-1.5195314,-1.4926792,-1.5690163,-1.8488375,-2.1734588,-2.681759,-2.961516,-2.9244623,-2.7141926,-2.303138,-1.8352119,-1.5431594,-1.2987354,-1.1351719,-1.2380135,-1.5315682,-1.4757873,-1.4171951,-1.3261819,-1.2203501,-1.1085612,-0.9703236,-0.9137523,-0.8087895,-0.70081425,-0.6330653,-0.60671455,-0.68226343,-0.80044407,-0.94652945,-1.1335549,-1.2509803,-1.4155309,-1.5761175,-1.6378675,-1.6295433,-1.6238127,-1.6472269,-1.6199183,-1.6045309,-1.5809164,-1.521873,-1.4653757
49,-0.119917646,-0.13497892,-0.15356828,-0.13620615,-0.15555952,-0.2262985,-0.31552908,-0.33942547,-0.4094574,-0.5141301,-0.6355546,-0.7251836,-0.73500663,-0.6305963,-0.53997743,-0.47211283,-0.45982715,-0.48738092,-0.4212786,0.012138986,-0.17499316,-0.25035247,-0.23349601,-0.24986617,-0.302143,-0.29314637,-0.33121213,-0.37976897,-0.36677006,-0.41619584,-0.4093644,-0.42028737,-0.42254448,-0.45169374,-0.42273557,-0.36718485,-0.30918163,-0.30655575,-0.30154645,-0.34973744,-0.3682011,-0.3559651,-0.37083563,-0.36639184,-0.3739993,-0.385771,-0.3580584,-0.40408963
50,0.57187635,0.83888704,1.1161351,1.2268944,1.2674994,1.3438356,1.403118,1.4784391,1.5458968,1.4754559,1.3374069,1.1804144,1.0857509,1.0898546,1.0155745,0.9822559,0.9596566,0.900942,0.8421117,0.84531695,1.1049922,1.2852292,1.3438966,1.3679751,1.4317192,1.4316984,1.3936387,1.3093985,1.2864842,1.2138418,1.1660357,1.1602623,1.1748792,1.1884784,1.2133614,1.1673018,1.2348121,1.3306161,1.3279907,1.310654,1.3316795,1.2972441,1.3124013,1.2609296,1.2266033,1.1611806,1.1804457,1.1189557
51,-0.21824622,-0.19913125,-0.09466633,-0.2147431,-0.3244585,-0.33877918,-0.30064082,-0.45371035,-0.5548558,-0.7708076,-1.0178843,-1.0819095,-1.221966,-1.209169,-1.0843531,-0.9562394,-0.8219951,-0.7185516,-0.6426453,-0.42802572,-0.36467147,-0.25356457,-0.29853702,-0.291502,-0.36377475,-0.25687897,-0.2099033,-0.23741443,-0.23072283,-0.21064419,-0.25588647,-0.29933354,-0.3635342,-0.4393242,-0.46228886,-0.5729513,-0.6061134,-0.6633654,-0.70243734,-0.7455997,-0.7719294,-0.80759084,-0.82094467,-0.86317515,-0.8747289,-0.8615541,-0.88654315,-0.8691633
52,-0.43243092,-0.39303213,-0.24489895,-0.15748915,-0.1812809,-0.16779242,-0.17945164,-0.20668806,-0.19334891,-0.3009003,-0.43756133,-0.5305974,-0.5722944,-0.48772728,-0.37060848,-0.24804978,-0.16188408,-0.10584314,-0.0011591478,-0.13481049,-0.097435325,-0.12491878,-0.17094253,-0.1605199,-0.1120677,-0.1377962,-0.09172654,-0.10766275,-0.054903686,-0.010412822,0.0006578541,0.02218279,0.034581974,0.004749734,-0.05163666,-0.12189501,-0.121005304,-0.15759826,-0.18900439,-0.22605674,-0.20783485,-0.27458644,-0.26173395,-0.23733944,-0.27891877,-0.3173893,-0.309081,-0.28042573
53,-0.29512653,-0.3706549,-0.3220471,-0.3447725,-0.38678724,-0.3897498,-0.45898739,-0.5611222,-0.83122194,-1.0532455,-1.3633734,-1.5965586,-1.6560384,-1.5437768,-1.2565213,-1.1111432,-1.0620679,-0.9343894,-0.85037845,-0.5935438,-0.6055161,-0.63273597,-0.5992375,-0.5605396,-0.5593651,-0.5264671,-0.46418455,-0.40079117,-0.36766505,-0.34782338,-0.355958,-0.4128445,-0.45836046,-0.5911069,-0.6997209,-0.69849885,-0.7312913,-0.7786725,-0.7646591,-0.8570448,-0.87253875,-0.88901526,-0.91493714,-0.932837,-0.9746275,-0.99554324,-1.0084645,-1.056918
54,0.5111255,0.27664915,0.22609976,0.16077882,0.11266731,0.109151445,0.061945442,-0.0005918754,-0.036981005,-0.14932251,-0.29261485,-0.29541805,-0.49883515,-0.6042831,-0.5831872,-0.6342617,-0.58887506,-0.57291734,-0.5300393,0.4947881,0.5226927,0.5063533,0.41230944,0.36453804,0.3371943,0.2780677,0.21671864,0.12030773,0.002767082,-0.0140947355,-0.051614273,-0.0867965,-0.13651928,-0.15769063,-0.14843807,-0.20836006,-0.26026452,-0.34089458,-0.38217485,-0.4633683,-0.502582,-0.5121811,-0.5467252,-0.5585213,-0.51168036,-0.516388,-0.5313392,-0.5182438
55,-0.23722576,-0.42292026,-0.38771415,-0.41188,-0.39468253,-0.41804725,-0.5080291,-0.6210246,-0.634038,-0.63858104,-0.94126123,-0.9631246,-0.96695673,-0.8014528,-0.55372643,-0.33497337,-0.2802425,-0.26389673,-0.23408633,-0.3793058,-0.4406235,-0.40928784,-0.4664371,-0.50306135,-0.564229,-0.59789675,-0.6024363,-0.5538092,-0.5320673,-0.53744966,-0.5426738,-0.5584584,-0.5807074,-0.59432954,-0.61120176,-0.64259446,-0.6118805,-0.565278,-0.52496713,-0.46385205,-0.4101419,-0.37765563,-0.37164703,-0.31599584,-0.27995902,-0.2571057,-0.24949479,-0.21936664
56,-1.2246344,-1.3235081,-1.3913183,-1.2234133,-1.1490375,-1.0861495,-1.0941187,-1.0997698,-1.1281174,-1.2376488,-1.3514485,-1.367019,-1.3381997,-1.230428,-1.1496428,-1.1017221,-1.0233809,-0.99545276,-0.9400394,-1.1049368,-1.2117091,-1.2062589,-1.167476,-1.1064738,-0.98496026,-0.8754914,-0.80863404,-0.7754572,-0.66914433,-0.5854114,-0.5555026,-0.5742997,-0.5579969,-0.5921148,-0.6205407,-0.6821313,-0.7608889,-0.84202397,-0.8728548,-0.91059595,-0.9239754,-0.93504477,-0.9382317,-0.9408339,-0.9230598,-0.8919388,-0.8751732,-0.8882792
57,-0.27913955,-0.4233795,-0.49561328,-0.616716,-0.6413811,-0.60120964,-0.6212597,-0.75124425,-0.8911105,-1.1468163,-1.468779,-1.699711,-1.6984973,-1.4978417,-1.2044377,-0.92028666,-0.74364704,-0.65255064,-0.5698521,-0.59748304,-0.6466146,-0.52314335,-0.5345565,-0.60859644,-0.61779845,-0.6127705,-0.5957368,-0.5471352,-0.5147288,-0.5157027,-0.57534564,-0.61032546,-0.6760484,-0.7481595,-0.7934231,-0.824958,-0.85123295,-0.82160157,-0.83479106,-0.8182025,-0.7532643,-0.67145795,-0.6456886,-0.60212725,-0.58174014,-0.54712033,-0.5031707,-0.48970127
58,-2.6089294,-2.714308,-2.5476015,-2.5187194,-2.4981093,-2.5584204,-2.8226295,-2.9745872,-3.1664774,-3.417686,-3.565508,-3.3404353,-3.1361117,-2.9516766,-2.689091,-2.453411,-2.2683382,-2.0985937,-1.9331785,-2.6843293,-2.891582,-2.716157,-2.57326,-2.4635189,-2.4013698,-2.3799095,-2.4090674,-2.392951,-2.2478435,-2.0921993,-1.9950206,-1.9533843,-1.8465323,-1.7139812,-1.624193,-1.6671277,-1.6322277,-1.59518,-1.6150608,-1.704806,-1.762264,-1.768869,-1.7859943,-1.7839552,-1.7487621,-1.7494997,-1.7587729,-1.781503
59,-0.44522136,-0.5923408,-0.81072056,-0.968579,-0.9911241,-0.94951206,-0.97601473,-1.1006273,-1.2624286,-1.4759082,-1.8214561,-2.106389,-2.071966,-1.9234216,-1.6372026,-1.4294161,-1.3352183,-1.2528719,-1.1715887,-0.52346385,-0.7609732,-0.90048486,-1.0646119,-1.0122986,-0.8825589,-0.85659456,-0.85961294,-0.82477206,-0.81598514,-0.7810965,-0.78149116,-0.7975791,-0.7996535,-0.8215416,-0.9032962,-0.9873699,-1.0300155,-1.0109099,-1.0213188,-0.99935776,-1.0212401,-1.0488575,-1.0385578,-1.0103648,-0.9615816,-0.9418058,-0.9597374,-0.99363405
60,0.4558494,0.5203155,0.60682285,0.7014744,0.77003187,0.9030614,0.8639284,0.7569929,0.64955086,0.6423366,0.3912688,0.2971286,0.18661654,0.07232436,0.044003252,0.039928515,0.09467144,0.100393355,0.26422578,0.30344078,0.450413,0.582737,0.530459,0.410485,0.38644612,0.39264172,0.38620135,0.37030402,0.38043916,0.4190734,0.45727998,0.48763183,0.46794766,0.43607527,0.413559,0.36807474,0.29123855,0.2642686,0.21603245,0.17152897,0.08827076,0.06167297,0.057932973,0.013241452,0.013818208,0.01855601,0.02236618,0.0232058
61,-0.7347084,-0.89210314,-1.0349553,-1.1196196,-1.0837185,-1.1325189,-1.1860803,-1.2978436,-1.3013426,-1.2999063,-1.2997603,-1.1753055,-1.130055,-1.0834831,-0.94825184,-0.81585366,-0.63248694,-0.48164317,-0.42009583,-0.93540853,-1.0671679,-1.118101,-1.1257758,-1.1599956,-1.1137263,-1.1872612,-1.1913557,-1.1515263,-1.2123998,-1.2142795,-1.2379583,-1.2866453,-1.303438,-1.2303518,-1.1589887,-1.0992726,-1.0085689,-0.877861,-0.79839456,-0.73600507,-0.66630703,-0.63419634,-0.60024893,-0.5591264,-0.5617182,-0.5509602,-0.47093832,-0.46225995
62,-1.1498535,-1.2606549,-1.2866204,-1.2937015,-1.275387,-1.288024,-1.3626198,-1.4440241,-1.5211521,-1.6092976,-1.7799152,-1.8263724,-1.8583767,-1.8099036,-1.7069942,-1.6159111,-1.5434417,-1.4729381,-1.3657396,-1.1942201,-1.3211068,-1.2717505,-1.2651018,-1.2912998,-1.2727805,-1.3146942,-1.3494253,-1.3669864,-1.3160572,-1.2643982,-1.2501752,-1.2453426,-1.2775654,-1.2926677,-1.2978292,-1.3088222,-1.3675481,-1.4000285,-1.3981397,-1.3901263,-1.4069828,-1.3858021,-1.3557656,-1.3153414,-1.2651167,-1.2266445,-1.1890155,-1.1665283
63,-0.84117055,-0.76860744,-0.65248346,-0.6217963,-0.58875006,-0.623933,-0.6341528,-0.71982086,-0.85608727,-0.84643763,-0.70381707,-0.70606095,-0.7501239,-0.82941896,-0.86903673,-0.9084724,-0.906581,-0.7801826,-0.7357674,-0.5963931,-0.47523704,-0.3966625,-0.3896132,-0.535594,-0.56947833,-0.56864357,-0.55510724,-0.5251704,-0.4307653,-0.40440232,-0.38255486,-0.38426772,-0.37185898,-0.3766994,-0.40619186,-0.44101316,-0.47828382,-0.5114909,-0.5371925,-0.58008087,-0.6305965,-0.65776527,-0.6658374,-0.6787276,-0.66126895,-0.6716098,-0.6685582,-0.63305455
64,0.55249333,0.6161459,0.6456604,0.6718239,0.69661057,0.6815434,0.73257136,0.68797785,0.6444209,0.6010918,0.67872006,0.62429106,0.7054944,0.6831246,0.6322179,0.64130414,0.50095636,0.50498575,0.4250581,0.74477535,0.8935032,0.9083477,0.910323,0.8512282,0.8297243,0.77116823,0.7504365,0.7323899,0.6946922,0.69103456,0.63350165,0.62726605,0.6225087,0.6192547,0.60937864,0.6151478,0.5806609,0.57230544,0.50246936,0.45123357,0.36202243,0.30899477,0.25698912,0.235752,0.23154044,0.21490785,0.22780582,0.24563758
65,0.73334527,0.7467974,0.78794813,0.81223035,0.7764459,0.7952858,0.7808026,0.6241805,0.4477587,0.26172525,-0.041630976,-0.39059383,-0.63744146,-0.7469251,-0.7266722,-0.5992576,-0.43907198,-0.20312534,-0.041092664,0.8183565,0.8711098,0.7555333,0.66129833,0.6484501,0.68145525,0.64450455,0.58425856,0.48705614,0.4341479,0.3275843,0.21789247,0.13426471,0.06895736,-0.03778359,-0.106738575,-0.12141687,-0.21362637,-0.27853447,-0.30232257,-0.3420546,-0.30607548,-0.25092077,-0.23914698,-0.22031514,-0.21518433,-0.15220219,-0.1417207,-0.13053825
66,0.117000185,0.27600223,0.23765498,0.22417898,0.18114883,0.19668086,0.20780432,0.2119731,0.19273745,0.2796393,0.3890761,0.28886747,0.2649239,0.27250177,0.2239661,0.2367397,0.25974992,0.15988185,0.15750913,0.16649623,0.25473058,0.3056412,0.39719027,0.5040939,0.48443955,0.45326248,0.38143778,0.32023633,0.23597574,0.16402557,0.11568031,0.10977864,0.14044209,0.1653732,0.25697812,0.30155903,0.32933939,0.37858388,0.41353658,0.44549537,0.42438462,0.442173,0.39200237,0.35920393,0.33843523,0.33643484,0.3120081,0.28727102
67,-1.4701098,-1.5591186,-1.608516,-1.6496112,-1.7486401,-1.6931651,-1.7196515,-1.6884874,-1.7178457,-1.7482855,-1.7347641,-1.8146373,-1.694886,-1.5373073,-1.4384857,-1.3496078,-1.3726685,-1.4054356,-1.3938541,-1.6442858,-1.8241166,-1.9278656,-1.9209193,-1.8483809,-1.760494,-1.7415533,-1.7103231,-1.649066,-1.6487846,-1.653564,-1.6692562,-1.6238645,-1.5981963,-1.575862,-1.6108491,-1.578144,-1.538952,-1.5090336,-1.4872695,-1.4359972,-1.3767418,-1.3440741,-1.3341868,-1.2954944,-1.2910069,-1.3030612,-1.2980386,-1.3221581
68,0.21983266,0.29072067,0.28990778,0.34045482,0.21598008,0.2242351,0.08562894,0.050737087,0.035012867,-0.03847563,-0.124845855,-0.33289266,-0.31115714,-0.32921723,-0.2352751,-0.2270535,-0.19560552,-0.29518983,-0.44449303,-0.2211228,0.050778158,-0.062622756,0.009990784,0.053358242,-0.053990465,-0.14070384,-0.19447133,-0.15114231,-0.06975922,-0.07003777,-0.11175186,-0.17194979,-0.22441165,-0.15867181,-0.16077513,-0.16513906,-0.21979856,-0.23282826,-0.24427575,-0.1670996,-0.10743767,-0.15507752,-0.3593485,-0.33480796,-0.3301683,-0.34092796,-0.39842662,-0.37912926
69,0.4244741,0.7045902,0.93531114,0.97101384,0.9180108,0.89626664,0.94762594,0.935069,1.0208488,1.218659,0.9942355,0.9823813,0.88967437,0.7911103,0.6664171,0.45522168,0.26255807,0.18353774,0.19267103,0.2950706,0.5063165,0.608341,0.7694575,0.9324388,0.9580261,0.890185,0.85594153,0.81192845,0.77860653,0.70036453,0.6549319,0.63022107,0.6445621,0.6748963,0.68007267,0.70344085,0.74070585,0.7057249,0.6373864,0.57154924,0.5253581,0.41774398,0.36383268,0.28015277,0.2101244,0.14257644,0.07060181,0.044292137
70,0.45215988,0.16282819,-0.10092889,-0.16288632,-0.26280925,-0.31207782,-0.37552348,-0.48061645,-0.62742704,-0.90278107,-1.2214012,-1.4778286,-1.4584476,-1.310107,-1.025069,-0.7367819,-0.5930533,-0.44704488,-0.41111383,0.45211422,0.0947087,-0.17942151,-0.4519353,-0.51755196,-0.60702085,-0.6282618,-0.63885117,-0.6162615,-0.5616745,-0.5674578,-0.55480367,-0.49088702,-0.55244106,-0.62919825,-0.71269757,-0.8017066,-0.898528,-0.9405077,-0.9794683,-1.0040163,-1.0647625,-1.0800228,-1.1507442,-1.191663,-1.2125312,-1.248348,-1.2583715,-1.1964326
71,-0.91330355,-1.1036084,-1.1021061,-1.0798324,-1.0768913,-1.1122724,-1.1393783,-1.2620958,-1.3781781,-1.6072732,-1.7106416,-1.8361586,-1.7862986,-1.7364762,-1.5354261,-1.386289,-1.2461834,-1.1222423,-1.0538458,-0.74641114,-1.0377464,-1.1627831,-1.1551088,-1.2248509,-1.2852881,-1.2781321,-1.2793102,-1.2333122,-1.1472166,-1.0614418,-1.0075649,-0.9900589,-0.95016277,-0.9226092,-0.94019645,-0.88885516,-0.9077421,-0.88160586,-0.8670942,-0.84518206,-0.8153496,-0.79950035,-0.7713162,-0.75852615,-0.75091684,-0.75766087,-0.7070327,-0.701744
72,0.6123238,0.7487726,0.89778143,0.9926533,1.0131468,0.99791205,1.0119356,0.94237804,0.9036803,0.85149604,0.872791,0.7357548,0.66559166,0.59348893,0.5013808,0.51285,0.50863683,0.5770556,0.63622373,0.44313344,0.56638765,0.71598095,0.78290176,0.83440185,0.84704,0.84337753,0.850706,0.82864773,0.75447035,0.6561748,0.5772125,0.5528478,0.52482265,0.5141173,0.5508345,0.6066011,0.6658403,0.7296484,0.7198906,0.71078426,0.73671055,0.7180805,0.74182063,0.74598527,0.7091613,0.69636637,0.6676622,0.64174175
